Response,empathy_score,fluency_score,sentiment_score,empathy_score_NEW
"Could you try {} to change your perspective to the other pole? When you're done, hit 'continue'.",0.0,0.07,0.38,0.0
"Please can we try to go through {} now to help change your perspective to the other pole? When finished, please press 'continue'.",1.0,0.04,0.85,0.0
Now I'd like you to try {}. This exercise is designed to try to help you to change one of your perspectives from one pole to the other. Please press 'continue' when you're done.,1.0,0.17,0.86,1.0
May you now proceed to {} and when completed press 'continue '.,0.0,0.02,0.38,0.0
Please try now to go through {} to change your perspective on the other pole. Please press continue when you are finished.,0.0,0.05,0.73,0.0
"Please try to go through {} now to change perspective to the other pole, and when you are finished please press Continue.",1.0,0.05,0.73,1.0
"Have a go at {} thinking from an opposite vantage point, press continue when finished.",0.0,0.02,0.38,1.0
Have a try at {} thinking from the opposite vantage point. Please press continue when you are done.,0.0,0.05,0.58,0.0
"Please try to go through {} now to gain a new vision toward another pole. When finished, press continue.",0.0,0.03,0.87,0.0
"Try to go through {} now attain a new vision to another pole. When done, press Continue.",0.0,0.02,0.54,0.0
"You might be able to consider a different point of view for another pole able using {}, give it a try. Press Continue when you are done.",0.0,0.07,0.38,0.0
"After doing {}, you might be able to take another stand at another pole. Please give it a try and press Continue when finished.",0.0,0.06,0.58,0.0
"Let's now proceed through {} to attempt to change your perspective in another direction. When you are done, just click 'continue'.",1.0,0.1,0.38,1.0
"Let's now go through {} to try to change our perspective to the other side. When you are finished, simply click 'continue'.",1.0,0.13,0.38,0.0
"Let's change our perspective to the other pole when we attempt {}. When finished, please press 'continue'.",0.0,0.03,0.58,0.0
"Let us change our perspective to the other pole as we proceed to try {}. When you are finished, please press 'continue'.",1.0,0.05,0.58,0.0
Now we will do an exercise - {} to change your outlook to the opposite of how you usually feel. Press Continue when you're finished.,1.0,0.07,0.38,0.0
Now we will do an exercise - {} to switch your mind to the opposite of what you normally feel. When the exercise is finished press the button Continue.,0.0,0.08,0.38,0.0
Could you give {} a try to change your perspective to the other pole? Press continue if you're done.,0.0,0.05,0.38,0.0
"Please can we try to go through {} now, to help to change your perspective to the other pole? When completed, please press continue.",0.0,0.04,0.85,0.0
"Please, may we try to go through {} now as it helps change your perspective to the other pole? Please press continue when finished.",0.0,0.04,0.84,0.0
"Now I want you to try to change a perspective from one pole to the other by trying {}. When you're finished, please press continue.",1.0,0.1,0.62,0.0
"May now proceed to {}, and when completed press Continue.",0.0,0.02,0.38,1.0
"Please try to go through {} now to change your perspective to the other pole. When finished, please press 'continue'.",1.0,0.05,0.73,0.0
,,,,1.0
"Conserving and channelling creative energy is essential for us to live up to our creative potential. Therefore, we need self-restraint to plan and channel our limited energy toward our creative domain. (User click continue)",,,,0.0
"Channelling our creative energy is essential for us to live up to our creative potential. Accordingly, we must use self-restraint to plan and channel our limited energy toward our creative domain. ",1.0,0.14,0.93,0.0
It's really important to rest and coordinate our energy so we can be at our best and live up to our creative potential.,0.0,0.22,0.94,0.0
We should concentrate our energy to focus our creative domain. The way we channel our energy contributes to maximising our creative potential.,1.0,0.08,0.91,0.0
Using our creative energies properly allows us to meet our creative potential. We should consider how to manage our energy within our creative domain.,0.0,0.09,0.94,0.0
"Learning how to channel our creative energy is so important when we're trying to reach our creative potential. When we have limited energy, we need to learn to channel what we can towards our creative pursuits.",1.0,0.3,0.95,0.0
"If we want to achieve our desired creative potential, it's important to conserve and hone our creative energy. To do this, we need self-restraint and planning.",1.0,0.32,0.93,0.0
"We have to be mindful to conserve and channel our creative energy effectively - this is essential to help us to live up to our creative potential. We've only got a certain amount of energy so sometimes we need to reserve it, by planning and channelling our limited energy toward our creative domain.",1.0,0.15,0.98,0.0
"Conserving and channelling your creativity is needed for us to see our creative potential. So, holding back and saving our limited energy in our creative domain is a must.",1.0,0.09,0.9,0.0
"Conserving and channelling creative energy is essential. It helps us to live up to our creative potential. Therefore, we need self-restraint to plan and channel our limited energy toward our creative domain.",1.0,0.18,0.96,0.0
One of the essential things needed for us to maximize our creative potential is to conserve and channel our creative energy.,0.0,0.24,0.88,0.0
We shall conserve our creative energy for our creative domain as our energy is limited. ,0.0,0.02,0.88,0.0
"The essential task for us to live up to our creative potential is channelling our creative energy, therefore we must use self-restraint to plan and channel our limited energy toward our creative domain.",1.0,0.16,0.93,0.0
"Channelling our creative energy is essential for us to live up to our creative potential. As such, we must have the self-restraint to plan and channel our limited energy toward our creative domain.",1.0,0.22,0.93,1.0
It's vital to rest and plan our energy so that we can be at our best and live up to our creative potential.,0.0,0.21,0.94,1.0
It is essential to rest and coordinate our energy to be at our best and live up to our creative potential.,0.0,0.15,0.92,0.0
"To live up to our creative potential, we must have the self-restraint to plan and channel our limited energy toward our creative domain.",1.0,0.17,0.83,0.0
"We should focus our energy on our creative domain and conserve it whenever possible, which contributes to maximising our creative potential.",1.0,0.11,0.88,0.0
We should consider how to manage our energy within our creative domain. Using creative energy effectively allows us to maximise our creative potential.,1.0,0.15,0.97,0.0
